Attr_id;Chapter_id;Chapter_name;Table_id;Table_name;Description
460;4;Agriculture, Horticulture & Sericulture;4.6;Production of Important Crops in Tonnes 2018-19;Avare,Production of Pulses
461;4;Agriculture, Horticulture & Sericulture;4.6;Production of Important Crops in Tonnes 2018-19;Cowpea,Production of Pulses
462;4;Agriculture, Horticulture & Sericulture;4.6;Production of Important Crops in Tonnes 2018-19;Bengal Gram,Production of Pulses
463;4;Agriculture, Horticulture & Sericulture;4.6;Production of Important Crops in Tonnes 2018-19;Other Pulses,Production of Pulses
464;4;Agriculture, Horticulture & Sericulture;4.6;Production of Important Crops in Tonnes 2018-19;Total Pulses,Production of Pulses
465;4;Agriculture, Horticulture & Sericulture;4.6;Production of Important Crops in Tonnes 2018-19;Total Food Grains,Production of Pulses
466;4;Agriculture, Horticulture & Sericulture;4.6;Production of Important Crops in Tonnes 2018-19;% of food grains production to state total
467;4;Agriculture, Horticulture & Sericulture;4.7;Production of Important Oil Seeds in Tonnes 2018-19;Ground nut
468;4;Agriculture, Horticulture & Sericulture;4.7;Production of Important Oil Seeds in Tonnes 2018-19;Sun Flower
469;4;Agriculture, Horticulture & Sericulture;4.7;Production of Important Oil Seeds in Tonnes 2018-19;Saf flower
470;4;Agriculture, Horticulture & Sericulture;4.7;Production of Important Oil Seeds in Tonnes 2018-19;Castor
471;4;Agriculture, Horticulture & Sericulture;4.7;Production of Important Oil Seeds in Tonnes 2018-19;Sesamum
472;4;Agriculture, Horticulture & Sericulture;4.7;Production of Important Oil Seeds in Tonnes 2018-19;Linseed
473;4;Agriculture, Horticulture & Sericulture;4.7;Production of Important Oil Seeds in Tonnes 2018-19;Soyabean
474;4;Agriculture, Horticulture & Sericulture;4.7;Production of Important Oil Seeds in Tonnes 2018-19;Niger Seed
475;4;Agriculture, Horticulture & Sericulture;4.7;Production of Important Oil Seeds in Tonnes 2018-19;Including other Total Oil Seeds
476;4;Agriculture, Horticulture & Sericulture;4.8;Production of Commercial Crops in Tonnes 2018- 19;Cotton
477;4;Agriculture, Horticulture & Sericulture;4.8;Production of Commercial Crops in Tonnes 2018- 19;Harvesting,Sugar Cane
478;4;Agriculture, Horticulture & Sericulture;4.8;Production of Commercial Crops in Tonnes 2018- 19;Tobacco
479;4;Agriculture, Horticulture & Sericulture;4.9;Production of Plantation Crops In Tonnes 2018-19;Coconut in Thousand Nuts
480;4;Agriculture, Horticulture & Sericulture;4.9;Production of Plantation Crops In Tonnes 2018-19;Arecanut Processed
481;4;Agriculture, Horticulture & Sericulture;4.9;Production of Plantation Crops In Tonnes 2018-19;Cardamom
482;4;Agriculture, Horticulture & Sericulture;4.9;Production of Plantation Crops In Tonnes 2018-19;Pepper
483;4;Agriculture, Horticulture & Sericulture;4.9;Production of Plantation Crops In Tonnes 2018-19;Cashewnut Processed
484;4;Agriculture, Horticulture & Sericulture;4.9;Production of Plantation Crops In Tonnes 2018-19;Cocoa
485;4;Agriculture, Horticulture & Sericulture;4.10;Production of Important Horticulture crops Fruits In Tonnes 2018-19;Banana
486;4;Agriculture, Horticulture & Sericulture;4.10;Production of Important Horticulture crops Fruits In Tonnes 2018-19;Mango
487;4;Agriculture, Horticulture & Sericulture;4.10;Production of Important Horticulture crops Fruits In Tonnes 2018-19;Lemon
488;4;Agriculture, Horticulture & Sericulture;4.10;Production of Important Horticulture crops Fruits In Tonnes 2018-19;Pineapple
489;4;Agriculture, Horticulture & Sericulture;4.10;Production of Important Horticulture crops Fruits In Tonnes 2018-19;Guava
490;4;Agriculture, Horticulture & Sericulture;4.10;Production of Important Horticulture crops Fruits In Tonnes 2018-19;Grapes
491;4;Agriculture, Horticulture & Sericulture;4.10;Production of Important Horticulture crops Fruits In Tonnes 2018-19;Sapota
492;4;Agriculture, Horticulture & Sericulture;4.10;Production of Important Horticulture crops Fruits In Tonnes 2018-19;Pomegranate
493;4;Agriculture, Horticulture & Sericulture;4.10;Production of Important Horticulture crops Fruits In Tonnes 2018-19;Papaya
494;4;Agriculture, Horticulture & Sericulture;4.11;Production of Important Vegetable crops In Tonnes 2018-19;Potato
495;4;Agriculture, Horticulture & Sericulture;4.11;Production of Important Vegetable crops In Tonnes 2018-19;Tomato
496;4;Agriculture, Horticulture & Sericulture;4.11;Production of Important Vegetable crops In Tonnes 2018-19;Brinjal
497;4;Agriculture, Horticulture & Sericulture;4.11;Production of Important Vegetable crops In Tonnes 2018-19;Beans
498;4;Agriculture, Horticulture & Sericulture;4.11;Production of Important Vegetable crops In Tonnes 2018-19;Cluster Beans
499;4;Agriculture, Horticulture & Sericulture;4.11;Production of Important Vegetable crops In Tonnes 2018-19;Onion
500;4;Agriculture, Horticulture & Sericulture;4.11;Production of Important Vegetable crops In Tonnes 2018-19;Green chillies
501;4;Agriculture, Horticulture & Sericulture;4.11;Production of Important Vegetable crops In Tonnes 2018-19;Total Leafy Vegetables
502;4;Agriculture, Horticulture & Sericulture;4.11;Production of Important Vegetable crops In Tonnes 2018-19;Total Gourd Variety Vegetables
503;4;Agriculture, Horticulture & Sericulture;4.12;Yield of Important Crops 2018-19;Paddy,Yield of Cereals K.g Hect
504;4;Agriculture, Horticulture & Sericulture;4.12;Yield of Important Crops 2018-19;Jowar,Yield of Cereals K.g Hect
505;4;Agriculture, Horticulture & Sericulture;4.12;Yield of Important Crops 2018-19;Bajra,Yield of Cereals K.g Hect
506;4;Agriculture, Horticulture & Sericulture;4.12;Yield of Important Crops 2018-19;Maize,Yield of Cereals K.g Hect
507;4;Agriculture, Horticulture & Sericulture;4.12;Yield of Important Crops 2018-19;Ragi,Yield of Cereals K.g Hect
508;4;Agriculture, Horticulture & Sericulture;4.12;Yield of Important Crops 2018-19;Wheat,Yield of Cereals K.g Hect
509;4;Agriculture, Horticulture & Sericulture;4.12;Yield of Important Crops 2018-19;Total Smal Millets,Yield of Cereals K.g Hect
510;4;Agriculture, Horticulture & Sericulture;4.12;Yield of Important Crops 2018-19;Total Cereals Millets,Yield of Cereals K.g Hect
511;4;Agriculture, Horticulture & Sericulture;4.12;Yield of Important Crops 2018-19;Tur,Yield of Pulses In Kgs Hectares
512;4;Agriculture, Horticulture & Sericulture;4.12;Yield of Important Crops 2018-19;Horse Gram,Yield of Pulses In Kgs Hectares
513;4;Agriculture, Horticulture & Sericulture;4.12;Yield of Important Crops 2018-19;Black Gram,Yield of Pulses In Kgs Hectares
514;4;Agriculture, Horticulture & Sericulture;4.12;Yield of Important Crops 2018-19;Green Gram,Yield of Pulses In Kgs Hectares
515;4;Agriculture, Horticulture & Sericulture;4.12;Yield of Important Crops 2018-19;Avare,Yield of Pulses In Kgs Hectares
516;4;Agriculture, Horticulture & Sericulture;4.12;Yield of Important Crops 2018-19;Cowpea,Yield of Pulses In Kgs Hectares
517;4;Agriculture, Horticulture & Sericulture;4.12;Yield of Important Crops 2018-19;Bengal Gram,Yield of Pulses In Kgs Hectares
518;4;Agriculture, Horticulture & Sericulture;4.12;Yield of Important Crops 2018-19;Other Pulses,Yield of Pulses In Kgs Hectares
519;4;Agriculture, Horticulture & Sericulture;4.12;Yield of Important Crops 2018-19;Total Pulses,Yield of Pulses In Kgs Hectares
520;4;Agriculture, Horticulture & Sericulture;4.12;Yield of Important Crops 2018-19;Total Food Grains,Yield of Pulses In Kgs Hectares
521;4;Agriculture, Horticulture & Sericulture;4.13;Yield of Important Oil seeds In Kgs Hectares 2018-19;Ground nut
522;4;Agriculture, Horticulture & Sericulture;4.13;Yield of Important Oil seeds In Kgs Hectares 2018-19;Sun Flower
523;4;Agriculture, Horticulture & Sericulture;4.13;Yield of Important Oil seeds In Kgs Hectares 2018-19;Saf flower
524;4;Agriculture, Horticulture & Sericulture;4.13;Yield of Important Oil seeds In Kgs Hectares 2018-19;Castor
525;4;Agriculture, Horticulture & Sericulture;4.13;Yield of Important Oil seeds In Kgs Hectares 2018-19;Linseed
526;4;Agriculture, Horticulture & Sericulture;4.13;Yield of Important Oil seeds In Kgs Hectares 2018-19;Soyabean
527;4;Agriculture, Horticulture & Sericulture;4.13;Yield of Important Oil seeds In Kgs Hectares 2018-19;Sesamum
528;4;Agriculture, Horticulture & Sericulture;4.13;Yield of Important Oil seeds In Kgs Hectares 2018-19;Niger Seed
529;4;Agriculture, Horticulture & Sericulture;4.13;Yield of Important Oil seeds In Kgs Hectares 2018-19;Total Oil Seeds
530;4;Agriculture, Horticulture & Sericulture;4.14;Yield of Commercial Crops 2018-19;Cotton In Bales
531;4;Agriculture, Horticulture & Sericulture;4.14;Yield of Commercial Crops 2018-19;Sugar Cane Tonnes per Hectares
532;4;Agriculture, Horticulture & Sericulture;4.14;Yield of Commercial Crops 2018-19;Tobacco in kgs Hectares
533;4;Agriculture, Horticulture & Sericulture;4.15;Yield of Plantation Crops In Hectare and Forest Area 2019-20;Arecanut Processed
534;4;Agriculture, Horticulture & Sericulture;4.15;Yield of Plantation Crops In Hectare and Forest Area 2019-20;Cardamom
535;4;Agriculture, Horticulture & Sericulture;4.15;Yield of Plantation Crops In Hectare and Forest Area 2019-20;Pepper
536;4;Agriculture, Horticulture & Sericulture;4.15;Yield of Plantation Crops In Hectare and Forest Area 2019-20;Cashewnut Processed
537;4;Agriculture, Horticulture & Sericulture;4.15;Yield of Plantation Crops In Hectare and Forest Area 2019-20;Cocoa In Tonnes
538;4;Agriculture, Horticulture & Sericulture;4.15;Yield of Plantation Crops In Hectare and Forest Area 2019-20;Forest Area in Sq Km,Forest Department
539;4;Agriculture, Horticulture & Sericulture;4.15;Yield of Plantation Crops In Hectare and Forest Area 2019-20;Saplings Planted In Lakhs,Forest Department
540;4;Agriculture, Horticulture & Sericulture;4.15;Cold Storage Facilities for Horticulture Crops Capacity in Tonnes 2019-20;Number,Government
541;4;Agriculture, Horticulture & Sericulture;4.15;Cold Storage Facilities for Horticulture Crops Capacity in Tonnes 2019-20;Capacity,Government
542;4;Agriculture, Horticulture & Sericulture;4.15;Cold Storage Facilities for Horticulture Crops Capacity in Tonnes 2019-20;Number,Private
543;4;Agriculture, Horticulture & Sericulture;4.15;Cold Storage Facilities for Horticulture Crops Capacity in Tonnes 2019-20;Capacity,Private
544;4;Agriculture, Horticulture & Sericulture;4.15;Cold Storage Facilities for Horticulture Crops Capacity in Tonnes 2019-20;Number,Total
545;4;Agriculture, Horticulture & Sericulture;4.15;Cold Storage Facilities for Horticulture Crops Capacity in Tonnes 2019-20;Capacity,Total
546;4;Agriculture, Horticulture & Sericulture;4.16;Chemical Fertilizers distributed In Tonnes 2019-20;Nitrogen
547;4;Agriculture, Horticulture & Sericulture;4.16;Chemical Fertilizers distributed In Tonnes 2019-20;Phosphorus
548;4;Agriculture, Horticulture & Sericulture;4.16;Chemical Fertilizers distributed In Tonnes 2019-20;Potash
549;4;Agriculture, Horticulture & Sericulture;4.16;Chemical Fertilizers distributed In Tonnes 2019-20;Total
550;4;Agriculture, Horticulture & Sericulture;4.16;Chemical Fertilizers distributed In Tonnes 2019-20;% of chemical fertilizers distributed to state total
551;4;Agriculture, Horticulture & Sericulture;4.17;Seeds Distributed 2019-20 In Quintals;Paddy
552;4;Agriculture, Horticulture & Sericulture;4.17;Seeds Distributed 2019-20 In Quintals;Wheat
553;4;Agriculture, Horticulture & Sericulture;4.17;Seeds Distributed 2019-20 In Quintals;Jowar
554;4;Agriculture, Horticulture & Sericulture;4.17;Seeds Distributed 2019-20 In Quintals;Ragi
555;4;Agriculture, Horticulture & Sericulture;4.17;Seeds Distributed 2019-20 In Quintals;Maize
556;4;Agriculture, Horticulture & Sericulture;4.17;Seeds Distributed 2019-20 In Quintals;Bajra
557;4;Agriculture, Horticulture & Sericulture;4.17;Seeds Distributed 2019-20 In Quintals;Bengal Gram
558;4;Agriculture, Horticulture & Sericulture;4.17;Seeds Distributed 2019-20 In Quintals;Saf flower
559;4;Agriculture, Horticulture & Sericulture;4.17;Seeds Distributed 2019-20 In Quintals;Tur
560;4;Agriculture, Horticulture & Sericulture;4.17;Seeds Distributed 2019-20 In Quintals;Black Gram
561;4;Agriculture, Horticulture & Sericulture;4.17;Seeds Distributed 2019-20 Quintals and;Green Gram
562;4;Agriculture, Horticulture & Sericulture;4.17;Seeds Distributed 2019-20 Quintals and;Cowpea
563;4;Agriculture, Horticulture & Sericulture;4.17;Seeds Distributed 2019-20 Quintals and;Ground Nut
564;4;Agriculture, Horticulture & Sericulture;4.17;Seeds Distributed 2019-20 Quintals and;Sun flower
565;4;Agriculture, Horticulture & Sericulture;4.17;Seeds Distributed 2019-20 Quintals and;Soyabean
566;4;Agriculture, Horticulture & Sericulture;4.17;Seeds Distributed 2019-20 Quintals and;Total Quantity
567;4;Agriculture, Horticulture & Sericulture;4.17;Seeds Distributed 2019-20 Quintals and;% of seeds distributed to State Total
568;4;Agriculture, Horticulture & Sericulture;4.17;Seeds Distributed 2019-20 Quintals and;Regulated Markets,Market
569;4;Agriculture, Horticulture & Sericulture;4.17;Seeds Distributed 2019-20 Quintals and;Sub Markets,Market
570;4;Agriculture, Horticulture & Sericulture;4.17;Seeds Distributed 2019-20 Quintals and;Total,Market
571;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Mulbery Area Hects
572;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Cocoon Production In Tonnes
573;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;No. of villages under Mulberry
574;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Sc,Sericulturists
575;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;St,Sericulturists
576;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Others,Sericulturists
577;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Total,Sericulturists
578;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Value of silk Cocoon Produced Rs. in lakhs
579;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Cocoon Markets
580;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Sc,Farmers and reelers benefited under Sericulture Development Programme
581;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;St,Farmers and reelers benefited under Sericulture Development Programme
582;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Others,Farmers and reelers benefited under Sericulture Development Programme
583;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Total,Farmers and reelers benefited under Sericulture Development Programme
584;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Sc,Farmers and reelers benefited under New initiative for Sericulture development Assoistance to Stakeholders
585;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;St,Farmers and reelers benefited under New initiative for Sericulture development Assoistance to Stakeholders
586;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Others,Farmers and reelers benefited under New initiative for Sericulture development Assoistance to Stakeholders
587;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Total,Farmers and reelers benefited under New initiative for Sericulture development Assoistance to Stakeholders
588;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Sc,No.of farmers and reelers benefited under balance amount under 2013 Act
589;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;St,No.of farmers and reelers benefited under balance amount under 2013 Act
590;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;Others,No.of farmers and reelers benefited under balance amount under 2013 Act
591;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;No. of farmers benefited under Pradhana Mantri Krishi Sinchayee Yojana
592;4;Agriculture, Horticulture & Sericulture;4.18;Sericulture 2019-20;No. of farmers benefited under Rashtriya Krishi Vikasa Yojana
593;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Numbers,Marginal Agricultural Land Holders Below 1 Ha. Sc
594;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Numbers,Marginal Agricultural Land Holders Below 1 Ha. Sc
595;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institutions,Numbers,Marginal Agricultural Land Holders Below 1 Ha. Sc
596;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Numbers,Marginal Agricultural Land Holders Below 1 Ha. Sc
597;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Area,Marginal Agricultural Land Holders Below 1 Ha. Sc
598;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Area,Marginal Agricultural Land Holders Below 1 Ha. Sc
599;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institutions,Area,Marginal Agricultural Land Holders Below 1 Ha. Sc
600;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Area,Marginal Agricultural Land Holders Below 1 Ha. Sc
601;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Numbers,Marginal Agricultural Land Holders Below 1 Hectare
602;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Numbers,Marginal Agricultural Land Holders Below 1 Hectare
603;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institutions,Numbers,Marginal Agricultural Land Holders Below 1 Hectare
604;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Numbers,Marginal Agricultural Land Holders Below 1 Hectare
605;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Area,Marginal Agricultural Land Holders Below 1 Hectare
606;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Area,Marginal Agricultural Land Holders Below 1 Hectare
607;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institutions,Area,Marginal Agricultural Land Holders Below 1 Hectare
608;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Area,Marginal Agricultural Land Holders Below 1 Hectare
609;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Numbers,Marginal Agricultural Land Holders Below 1 Hectare Others
610;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Numbers,Marginal Agricultural Land Holders Below 1 Hectare Others
611;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institution,Numbers,Marginal Agricultural Land Holders Below 1 Hectare Others
612;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Numbers,Marginal Agricultural Land Holders Below 1 Hectare Others
613;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Area,Marginal Agricultural Land Holders Below 1 Hectare Others
614;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Area,Marginal Agricultural Land Holders Below 1 Hectare Others
615;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institutions,Area,Marginal Agricultural Land Holders Below 1 Hectare Others
616;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Area,Marginal Agricultural Land Holders Below 1 Hectare Others
617;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Numbers,Marginal Agricultural Land Holders Below 1 Hectare Total
618;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Numbers,Marginal Agricultural Land Holders Below 1 Hectare Total
619;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institution,Numbers,Marginal Agricultural Land Holders Below 1 Hectare Total
620;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Numbers,Marginal Agricultural Land Holders Below 1 Hectare Total
621;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Area,Marginal Agricultural Land Holders Below 1 Hectare Total
622;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Area,Marginal Agricultural Land Holders Below 1 Hectare Total
623;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institutions,Area,Marginal Agricultural Land Holders Below 1 Hectare Total
624;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Area,Marginal Agricultural Land Holders Below 1 Hectare Total
625;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;% of marginal land holders to the total land holders,Marginal Agricultural Land Holders Below 1 Hectare Total
626;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Numbers,Small Agricultural Land Holders 1-2 Hectare Sc
627;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Numbers,Small Agricultural Land Holders 1-2 Hectare Sc
628;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institution,Numbers,Small Agricultural Land Holders 1-2 Hectare Sc
629;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Numbers,Small Agricultural Land Holders 1-2 Hectare Sc
630;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Area,Small Agricultural Land Holders 1-2 Hectare Sc
631;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Area,Small Agricultural Land Holders 1-2 Hectare Sc
632;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institutions,Area,Small Agricultural Land Holders 1-2 Hectare Sc
633;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Area,Small Agricultural Land Holders 1-2 Hectare Sc
634;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Numbers,Small Agricultural Land Holders 1-2 Hectare St
635;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Numbers,Small Agricultural Land Holders 1-2 Hectare St
636;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institution,Numbers,Small Agricultural Land Holders 1-2 Hectare St
637;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Numbers,Small Agricultural Land Holders 1-2 Hectare St
638;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Area,Small Agricultural Land Holders 1-2 Hectare St
639;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Area,Small Agricultural Land Holders 1-2 Hectare St
640;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institutions,Area,Small Agricultural Land Holders 1-2 Hectare St
641;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Area,Small Agricultural Land Holders 1-2 Hectare St
642;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Numbers,Small Agricultural Land Holders 1-2 Hectare Others
643;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Numbers,Small Agricultural Land Holders 1-2 Hectare Others
644;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institution,Numbers,Small Agricultural Land Holders 1-2 Hectare Others
645;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Numbers,Small Agricultural Land Holders 1-2 Hectare Others
646;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Area,Small Agricultural Land Holders 1-2 Hectare Others
647;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Area,Small Agricultural Land Holders 1-2 Hectare Others
648;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institutions,Area,Small Agricultural Land Holders 1-2 Hectare Others
649;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Area,Small Agricultural Land Holders 1-2 Hectare Others
650;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Numbers,Small Agricultural Land Holders 1-2 Hectare Total
651;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Numbers,Small Agricultural Land Holders 1-2 Hectare Total
652;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institution,Numbers,Small Agricultural Land Holders 1-2 Hectare Total
653;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Numbers,Small Agricultural Land Holders 1-2 Hectare Total
654;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Area,Small Agricultural Land Holders 1-2 Hectare Total
655;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Area,Small Agricultural Land Holders 1-2 Hectare Total
656;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institutions,Area,Small Agricultural Land Holders 1-2 Hectare Total
657;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Area,Small Agricultural Land Holders 1-2 Hectare Total
658;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;% of small land holders to total land holders,Small Agricultural Land Holders 1-2 Hectare Total
659;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Numbers,Semi Medium Agricultural Land Holders 2-4 Hectares Sc
660;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Numbers,Semi Medium Agricultural Land Holders 2-4 Hectares Sc
661;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institution,Numbers,Semi Medium Agricultural Land Holders 2-4 Hectares Sc
662;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Numbers,Semi Medium Agricultural Land Holders 2-4 Hectares Sc
663;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Male,Area,Semi Medium Agricultural Land Holders 2-4 Hectares Sc
664;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Female,Area,Semi Medium Agricultural Land Holders 2-4 Hectares Sc
665;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Institutions,Area,Semi Medium Agricultural Land Holders 2-4 Hectares Sc
666;4;Agriculture, Horticulture & Sericulture;4.19;Agricultural Land Holdings and Area per 2015-16 census;Total,Area,Semi Medium Agricultural Land Holders 2-4 Hectares Sc
